Customer_ID,Name,Age,Gender,Location,Join_Date,Total_Spent
2479,James,40,Male,Columbus,2025-05-02,397.83
2480,Bella,18,Female,San Diego,2025-02-24,98.58
2481,Nathan,47,Male,Los Angeles,2024-05-19,422.1
2482,Victor,21,Male,Dallas,2023-08-19,421.46
2483,Oliver,32,Male,Philadelphia,2024-04-28,386.88
2484,Isaac,18,Male,Seattle,2025-02-15,976.77
2485,Robert,27,Male,Albuquerque,2025-04-29,518.93
2486,Marcus,23,Male,Philadelphia,2025-07-11,1005.63
2487,Alice,45,Female,Kansas City,2024-06-16,225.84
2488,Victoria,45,Female,Denver,2025-02-11,732.39
2489,Hannah,33,Female,Tucson,2024-09-17,103.07
2490,Fiona,30,Female,Fresno,2024-10-28,207.06
2491,Diana,41,Female,Fort Worth,2024-01-23,532.63
2492,Quinn,31,Male,Jacksonville,2024-01-22,177.56
2493,Marcus,32,Male,Seattle,2024-06-28,129.85
2494,Diana,18,Female,San Antonio,2023-09-05,242.99
2495,Penny,38,Female,Atlanta,2024-04-16,411.58
2496,Thomas,29,Male,Austin,2024-12-23,204.27
2497,Nathan,18,Male,Tucson,2024-06-05,774.01
2498,Fiona,35,Female,Baltimore,2023-12-13,562.29
2499,Fiona,34,Female,Colorado Springs,2024-07-21,499.15
2500,Robert,18,Male,Boston,2023-11-16,162.03
2501,Sophia,50,Female,San Antonio,2024-11-11,115.54
2502,Rachel,28,Female,Portland,2023-09-03,883.28
2503,Fiona,29,Female,Fort Worth,2024-05-29,153.82
2504,Olivia,25,Female,Detroit,2024-09-30,58.69
2505,Bella,40,Female,Phoenix,2023-09-03,942.36
2506,Grace,31,Female,Austin,2024-11-26,50.0
2507,Christopher,33,Male,Fresno,2023-11-22,173.79
2508,Quinn,22,Male,Atlanta,2024-07-17,515.58
2509,Emma,28,Female,Denver,2023-09-20,200.87
2510,Rachel,38,Female,Sacramento,2024-05-18,506.61
2511,Alice,50,Female,Oklahoma City,2024-01-16,438.56
2512,Benjamin,37,Male,San Diego,2024-04-09,447.3
2513,Liam,31,Male,Boston,2025-02-21,213.11
2514,Fiona,24,Female,Jacksonville,2024-05-18,101.48
2515,Alice,18,Female,San Francisco,2025-02-14,456.91
2516,Ethan,24,Male,Columbus,2025-04-14,341.63
2517,Wendy,18,Female,Nashville,2024-02-15,652.11
2518,Bella,50,Female,San Jose,2023-10-13,252.48
2519,Victor,36,Male,San Diego,2023-08-29,316.08
2520,Alexander,33,Male,Boston,2024-09-12,293.59
2521,Alexander,33,Male,El Paso,2025-08-14,514.15
2522,Nathan,33,Male,Milwaukee,2024-04-26,306.51
2523,Olivia,38,Female,Boston,2024-12-02,975.92
2524,Oliver,28,Male,Kansas City,2025-03-08,119.11
2525,Ethan,40,Male,Portland,2024-12-03,509.35
2526,Samuel,45,Male,Colorado Springs,2025-02-16,355.65
2527,Nathan,28,Male,Sacramento,2025-07-09,86.41
2528,Nathan,50,Male,San Antonio,2024-01-07,1188.36
2529,Nina,39,Female,Seattle,2023-08-29,394.71
2530,Rachel,30,Female,Phoenix,2023-12-04,858.5
2531,Olivia,18,Female,Las Vegas,2023-11-15,160.45
2532,Zoe,51,Female,Louisville,2024-12-16,401.63
2533,Victor,18,Male,Boston,2024-09-30,260.83
2534,Marcus,44,Male,Fort Worth,2024-01-21,362.97
2535,David,33,Male,Tucson,2025-01-07,229.13
2536,Julia,18,Female,Chicago,2025-02-25,219.45
2537,Robert,25,Male,Las Vegas,2023-12-15,158.06
2538,Henry,34,Male,San Diego,2024-10-31,503.06
2539,Grace,54,Female,Austin,2025-02-11,1236.4
2540,Rachel,63,Female,Boston,2023-11-06,216.05
2541,Penny,18,Female,Portland,2025-04-04,414.62
2542,Patrick,33,Male,Mesa,2025-07-20,671.65
2543,Benjamin,37,Male,Denver,2023-11-02,390.25
2544,Benjamin,18,Male,Mesa,2023-09-02,498.33
2545,Alexander,37,Male,Milwaukee,2024-03-30,557.29
2546,Samuel,33,Male,Dallas,2024-12-22,337.63
2547,Diana,43,Female,Chicago,2025-07-15,582.38
2548,Maria,48,Female,Sacramento,2024-05-30,403.3
2549,Christopher,51,Male,El Paso,2025-01-18,738.4
2550,Victoria,31,Female,Los Angeles,2023-10-09,949.99
2551,Ethan,55,Male,Albuquerque,2024-12-31,200.97
2552,George,26,Male,Las Vegas,2024-11-15,862.38
2553,Thomas,42,Male,Seattle,2023-10-28,263.35
2554,Victor,27,Male,Detroit,2025-03-01,153.61
2555,Diana,18,Female,Philadelphia,2025-04-27,287.97
2556,Nina,24,Female,Boston,2024-10-26,1162.42
2557,Julia,37,Female,Virginia Beach,2023-11-11,185.27
2558,David,33,Male,Oklahoma City,2025-08-03,671.28
2559,Thomas,40,Male,Milwaukee,2025-03-09,559.63
2560,Julia,26,Female,San Diego,2024-04-24,736.27
2561,Bella,44,Female,Virginia Beach,2024-06-23,64.46
2562,George,45,Male,Los Angeles,2024-05-11,355.19
2563,Oliver,25,Male,Houston,2024-08-18,71.14
2564,Alexander,53,Male,Dallas,2024-04-20,363.02
2565,George,45,Male,Boston,2025-04-27,435.56
2566,Fiona,33,Female,Charlotte,2025-04-07,291.94
2567,Kevin,19,Male,Philadelphia,2023-10-31,497.57
2568,Marcus,57,Male,Nashville,2025-07-17,263.82
2569,Maria,27,Female,New York,2024-11-21,576.08
2570,David,18,Male,Indianapolis,2025-04-11,166.38
2571,Christopher,57,Male,San Diego,2025-01-13,600.3
2572,David,37,Male,Washington DC,2024-06-28,257.75
2573,Ethan,39,Male,Indianapolis,2025-02-01,1764.11
2574,William,50,Male,Virginia Beach,2025-07-20,292.88
2575,Charlotte,21,Female,Seattle,2024-02-28,407.7
2576,Kevin,36,Male,Dallas,2025-03-27,570.3
2577,Penny,22,Female,Milwaukee,2024-09-11,293.61
2578,Henry,65,Male,Dallas,2024-08-02,642.16
2579,Victor,18,Male,San Jose,2024-06-28,229.25
2580,Penny,41,Female,Las Vegas,2025-01-30,1362.53
2581,Tina,25,Female,Baltimore,2024-02-27,555.66
2582,Wendy,18,Female,San Diego,2025-04-28,50.0
2583,Luna,35,Female,Sacramento,2025-04-13,363.2
2584,Patrick,28,Male,Mesa,2023-10-17,1259.16
2585,Isabella,39,Female,Tucson,2025-05-20,1603.85
2586,Robert,39,Male,Boston,2024-02-09,50.0
2587,Isabella,27,Female,Charlotte,2024-07-19,209.63
2588,Frank,27,Male,Indianapolis,2024-11-03,153.16
2589,Samuel,37,Male,Philadelphia,2024-05-18,970.47
2590,Alice,32,Female,Kansas City,2023-09-04,299.66
2591,Patrick,33,Male,Columbus,2025-04-28,1069.74
2592,Ethan,57,Male,Phoenix,2023-12-25,308.65
2593,Julia,31,Female,Houston,2024-01-17,510.83
2594,Nathan,31,Male,New York,2025-03-20,1019.51
2595,Wendy,44,Female,Columbus,2024-04-19,252.45
2596,Hannah,60,Female,Portland,2025-05-19,223.91
2597,Marcus,46,Male,Tucson,2025-01-08,789.73
2598,George,34,Male,El Paso,2024-03-03,86.8
2599,Nathan,38,Male,Atlanta,2023-08-22,567.15
2600,Luna,48,Female,Fresno,2025-07-08,369.28
2601,Victor,39,Male,Washington DC,2023-10-16,578.73
2602,Hannah,28,Female,San Jose,2025-01-22,144.01
2603,Katherine,37,Female,San Antonio,2024-08-06,279.34
2604,Isaac,52,Male,Charlotte,2025-02-19,752.78
2605,Bella,38,Female,Portland,2024-12-31,290.01
2606,Grace,25,Female,Virginia Beach,2024-11-29,412.74
2607,Katherine,38,Female,Fort Worth,2024-08-07,190.43
2608,Diana,28,Female,Fort Worth,2025-03-16,77.07
2609,Ethan,33,Male,Seattle,2023-10-22,425.01
2610,Fiona,32,Female,Austin,2024-01-23,318.21
2611,Zoe,31,Female,Washington DC,2025-01-01,268.47
2612,Olivia,52,Female,San Antonio,2024-03-25,1223.02
2613,James,32,Male,Milwaukee,2024-10-13,416.74
2614,George,24,Male,San Diego,2024-07-25,810.37
2615,Patrick,30,Male,Los Angeles,2024-09-06,443.24
2616,Hannah,40,Female,Jacksonville,2024-06-21,405.8
2617,Robert,37,Male,Los Angeles,2025-02-10,784.97
2618,Isabella,44,Female,Sacramento,2024-04-12,726.6
2619,Grace,27,Female,Detroit,2025-01-09,315.55
2620,Quinn,27,Male,San Diego,2024-02-29,1004.95
2621,Nina,45,Female,Philadelphia,2024-02-14,1105.4
2622,Alice,29,Female,Louisville,2023-11-11,371.86
2623,Nathan,37,Male,San Jose,2024-01-02,259.83
2624,Diana,21,Female,Fresno,2023-11-10,1106.21
2625,Fiona,18,Female,Fresno,2024-09-09,164.72
2626,William,43,Male,Houston,2025-02-22,337.19
2627,Grace,18,Female,Seattle,2023-12-28,131.12
2628,Bella,18,Female,San Antonio,2024-01-20,732.29
2629,David,37,Male,Portland,2024-08-02,1252.87
2630,Fiona,47,Female,Fort Worth,2025-01-25,228.34
2631,Samuel,54,Male,Fort Worth,2025-07-28,332.48
2632,Diana,36,Female,Jacksonville,2024-09-01,397.1
2633,Rachel,39,Female,Seattle,2024-03-08,555.9
2634,Luna,40,Female,Colorado Springs,2023-10-27,645.86
2635,Julia,38,Female,Sacramento,2024-01-03,303.87
2636,Fiona,25,Female,San Antonio,2024-01-28,395.36
2637,Zoe,46,Female,Houston,2023-12-24,422.77
2638,Victoria,37,Female,San Francisco,2023-08-25,1131.27
2639,Henry,35,Male,Charlotte,2024-09-08,581.58
2640,Henry,48,Male,Houston,2024-03-02,460.93
2641,Christopher,31,Male,Mesa,2025-07-27,279.04
2642,Robert,33,Male,San Francisco,2024-09-22,1071.5
2643,Ethan,29,Male,Long Beach,2025-01-05,154.99
2644,George,19,Male,Seattle,2023-11-15,373.19
2645,Oliver,56,Male,Virginia Beach,2025-05-10,333.46
2646,Diana,23,Female,Oklahoma City,2024-08-07,724.67
2647,Diana,29,Female,San Antonio,2025-05-13,450.92
2648,Oliver,19,Male,Seattle,2024-10-07,1156.19
2649,Julia,39,Female,Columbus,2024-07-23,528.55
2650,Kevin,18,Male,Columbus,2024-07-01,1679.15
2651,Alice,48,Female,Denver,2023-12-27,107.99
2652,Rachel,35,Female,Denver,2023-09-21,707.46
2653,Alexander,37,Male,San Antonio,2025-07-02,135.21
2654,Liam,26,Male,Fresno,2024-07-29,414.69
2655,Sophia,27,Female,Albuquerque,2025-04-06,292.6
2656,Thomas,20,Male,San Francisco,2024-06-02,172.79
2657,Kevin,21,Male,Boston,2023-10-08,357.83
2658,Zoe,40,Female,Phoenix,2024-11-17,431.19
2659,Kevin,41,Male,Jacksonville,2023-09-23,378.28
2660,William,18,Male,Milwaukee,2023-12-02,489.53
2661,James,18,Male,New York,2024-09-29,114.9
2662,Wendy,30,Female,Albuquerque,2024-03-24,416.37
2663,Fiona,49,Female,El Paso,2025-08-10,477.72
2664,Benjamin,18,Male,Jacksonville,2023-11-09,477.12
2665,Quinn,35,Male,Phoenix,2025-02-23,899.11
2666,Kevin,27,Male,New York,2024-10-31,78.48
2667,Rachel,20,Female,Detroit,2025-03-15,302.19
2668,Isabella,53,Female,Atlanta,2024-01-26,75.9
2669,Alexander,45,Male,Tucson,2024-08-31,233.9
2670,Patrick,26,Male,Albuquerque,2024-07-09,435.33
2671,Henry,61,Male,Chicago,2024-07-03,555.57
2672,Benjamin,40,Male,Mesa,2025-05-04,451.57
2673,Zoe,21,Female,Denver,2025-08-07,874.35
2674,Oliver,42,Male,Sacramento,2024-03-25,435.69
2675,Katherine,24,Female,Austin,2024-11-10,261.58
2676,James,41,Male,San Antonio,2024-11-02,723.7
2677,George,31,Male,Washington DC,2025-02-06,50.0
2678,William,27,Male,Baltimore,2025-07-07,118.23
2679,Julia,46,Female,Detroit,2024-01-13,104.4
2680,Maria,20,Female,Indianapolis,2024-01-16,50.0
2681,Wendy,33,Female,Tucson,2024-12-09,110.46
2682,Quinn,18,Male,Nashville,2023-12-07,842.0
2683,Hannah,46,Female,New York,2023-12-20,612.77
2684,Alice,27,Female,Washington DC,2023-10-08,1161.42
2685,William,42,Male,Sacramento,2023-08-16,456.66
2686,Wendy,49,Female,Colorado Springs,2024-07-09,1074.78
2687,Isabella,18,Female,San Diego,2024-10-22,246.67
2688,Robert,26,Male,Sacramento,2024-03-14,284.73
2689,Tina,18,Female,Los Angeles,2024-01-31,229.86
2690,James,20,Male,Las Vegas,2025-01-12,195.05
2691,Oliver,43,Male,San Jose,2025-01-09,147.23
2692,Alice,24,Female,Tucson,2024-07-11,539.27
2693,Benjamin,39,Male,San Francisco,2024-12-29,1018.8
2694,Olivia,22,Female,Louisville,2025-06-20,354.5
2695,Bella,30,Female,Columbus,2025-03-12,61.63
2696,Frank,24,Male,Fort Worth,2024-11-13,184.63
2697,Charlotte,47,Female,San Antonio,2024-12-10,298.48
2698,Robert,18,Male,Long Beach,2025-06-27,488.67
2699,Grace,21,Female,Sacramento,2024-06-20,500.8
2700,Liam,53,Male,Indianapolis,2024-09-16,50.0
2701,Zoe,31,Female,Detroit,2024-11-30,432.44
2702,William,46,Male,Oklahoma City,2025-06-09,229.46
2703,Penny,35,Female,Las Vegas,2025-04-10,50.0
2704,Robert,34,Male,Washington DC,2023-10-06,50.0
2705,Marcus,35,Male,Chicago,2023-12-14,167.71
2706,Penny,33,Female,Sacramento,2024-03-26,579.67
2707,William,43,Male,Virginia Beach,2025-02-12,654.87
2708,Henry,41,Male,Louisville,2024-10-04,538.56
2709,Hannah,25,Female,Mesa,2024-03-12,1293.95
2710,Alice,46,Female,Denver,2023-11-13,329.64
2711,Henry,35,Male,New York,2024-12-30,353.36
2712,Julia,25,Female,San Jose,2025-01-07,130.11
2713,Hannah,36,Female,San Jose,2025-07-04,238.21
2714,Luna,40,Female,Denver,2024-08-14,50.0
2715,Sophia,59,Female,Kansas City,2024-08-09,947.4
2716,Wendy,39,Female,Austin,2023-10-12,275.48
2717,Thomas,37,Male,Tucson,2023-09-13,345.58
2718,Samuel,27,Male,Phoenix,2024-06-25,436.39
2719,Samuel,42,Male,New York,2024-04-06,275.22
2720,Hannah,39,Female,Chicago,2024-02-14,833.94
2721,Nathan,18,Male,Denver,2023-10-20,496.29
2722,Penny,33,Female,San Diego,2025-07-18,728.17
2723,David,46,Male,Tucson,2025-04-17,993.94
2724,Thomas,50,Male,New York,2024-10-08,418.82
2725,Fiona,45,Female,Detroit,2025-07-10,817.04
2726,Wendy,29,Female,New York,2025-08-14,187.04
2727,David,34,Male,Indianapolis,2024-12-18,671.81
2728,Isaac,34,Male,Detroit,2024-02-28,534.56
2729,Samuel,18,Male,Fresno,2023-09-13,375.74
2730,Wendy,37,Female,Kansas City,2025-02-17,963.86
2731,James,21,Male,Philadelphia,2024-07-23,149.19
2732,Robert,46,Male,San Jose,2024-12-03,565.31
2733,Marcus,24,Male,Louisville,2025-06-14,643.99
2734,Penny,38,Female,Philadelphia,2023-12-25,73.71
2735,Samuel,18,Male,Charlotte,2024-10-15,671.33
2736,Christopher,41,Male,Albuquerque,2024-11-21,927.77
2737,Alice,31,Female,San Francisco,2024-08-08,503.35
2738,Zoe,18,Female,Portland,2023-10-20,582.9
2739,Fiona,43,Female,Oklahoma City,2024-04-25,393.85
2740,George,49,Male,Indianapolis,2024-04-14,228.13
2741,Thomas,36,Male,Colorado Springs,2024-12-16,119.73
2742,Thomas,39,Male,Jacksonville,2025-05-03,833.65
2743,Olivia,38,Female,Louisville,2024-04-12,482.27
2744,Zoe,27,Female,Boston,2025-01-03,123.98
2745,Penny,19,Female,Dallas,2024-03-12,634.77
2746,Zoe,51,Female,Fort Worth,2025-07-05,743.17
2747,Quinn,48,Male,Dallas,2025-03-31,196.06
2748,Emma,30,Female,Kansas City,2024-09-20,703.97
2749,Marcus,40,Male,Washington DC,2024-07-12,153.46
2750,Thomas,40,Male,Philadelphia,2024-03-31,583.38
2751,Thomas,50,Male,Mesa,2024-04-07,825.29
2752,Tina,46,Female,Milwaukee,2025-07-24,267.24
2753,Maria,44,Female,Jacksonville,2024-06-05,538.11
2754,Charlotte,34,Female,Louisville,2024-08-25,135.02
2755,George,38,Male,Dallas,2025-08-06,231.75
2756,Luna,27,Female,Baltimore,2024-12-07,495.85
2757,Victor,28,Male,Fresno,2024-09-14,120.31
2758,Zoe,43,Female,Detroit,2024-06-12,833.13
2759,Hannah,55,Female,Detroit,2023-12-30,354.52
2760,Fiona,18,Female,Milwaukee,2024-05-05,154.14
2761,Emma,18,Female,Las Vegas,2025-02-17,403.87
2762,Hannah,32,Female,Los Angeles,2024-11-14,632.39
2763,Nina,38,Female,Los Angeles,2025-02-20,376.94
2764,Emma,40,Female,Philadelphia,2024-01-10,157.96
2765,Isaac,47,Male,Virginia Beach,2024-09-19,280.97
2766,Thomas,31,Male,San Francisco,2025-06-23,300.12
2767,Penny,24,Female,Fresno,2024-06-30,132.21
2768,Bella,41,Female,Dallas,2025-01-06,274.39
2769,Sophia,47,Female,Long Beach,2023-11-11,1772.25
2770,Olivia,39,Female,Denver,2025-07-26,96.95
2771,David,44,Male,Oklahoma City,2024-11-02,850.62
2772,Isaac,33,Male,Oklahoma City,2024-02-05,632.21
2773,Wendy,24,Female,New York,2023-12-08,151.91
2774,Hannah,44,Female,Sacramento,2024-09-20,521.01
2775,Hannah,31,Female,Houston,2024-09-21,1060.12
2776,Frank,18,Male,Houston,2023-10-22,58.08
2777,Robert,27,Male,San Antonio,2025-08-09,358.66
2778,William,33,Male,Colorado Springs,2025-06-12,327.45
2779,George,34,Male,Denver,2024-07-17,494.4
2780,Olivia,43,Female,Albuquerque,2023-11-08,916.88
2781,William,23,Male,Houston,2025-04-14,854.23
2782,Henry,18,Male,Atlanta,2024-08-13,221.72
2783,Zoe,42,Female,Fresno,2025-01-19,1181.6
2784,David,18,Male,Columbus,2024-08-20,214.57
2785,Luna,45,Female,San Jose,2024-03-01,154.37
2786,Nina,35,Female,Tucson,2025-04-16,676.84
2787,Isaac,27,Male,Charlotte,2025-07-31,255.95
2788,Zoe,29,Female,San Jose,2024-02-09,927.37
2789,Thomas,20,Male,Washington DC,2024-09-20,1109.86
2790,Alexander,30,Male,Tucson,2024-05-21,356.41
2791,Sophia,37,Female,Fort Worth,2025-06-18,152.24
2792,Henry,49,Male,Phoenix,2024-08-20,463.85
2793,Alexander,47,Male,San Jose,2025-05-18,771.54
2794,Rachel,51,Female,San Diego,2025-05-07,113.11
2795,Luna,41,Female,San Antonio,2024-03-03,1144.88
2796,Patrick,33,Male,Columbus,2025-03-14,504.21
2797,George,50,Male,Albuquerque,2024-06-13,1470.19
2798,Benjamin,18,Male,Fresno,2025-06-27,111.24
2799,Grace,31,Female,Oklahoma City,2024-08-20,211.65
2800,David,26,Male,San Diego,2025-04-05,359.36
2801,Thomas,18,Male,Oklahoma City,2024-03-08,299.24
2802,Isabella,47,Female,Jacksonville,2024-03-20,511.55
2803,Patrick,31,Male,Long Beach,2024-10-17,319.94
2804,Quinn,35,Male,Virginia Beach,2025-08-14,240.98
2805,Zoe,55,Female,Baltimore,2024-08-06,799.12
2806,Wendy,28,Female,Virginia Beach,2023-12-01,242.96
2807,Henry,26,Male,Louisville,2024-09-11,291.97
2808,James,49,Male,Los Angeles,2024-04-23,653.99
2809,Liam,45,Male,San Jose,2024-09-21,109.67
2810,Wendy,34,Female,San Francisco,2024-09-15,50.0
2811,Kevin,18,Male,Fresno,2024-07-12,1075.96
2812,Maria,30,Female,Fort Worth,2024-04-06,109.26
2813,Isabella,34,Female,Albuquerque,2023-12-30,555.13
2814,Samuel,32,Male,Denver,2025-01-05,391.23
2815,Wendy,42,Female,San Antonio,2024-10-05,162.87
2816,Penny,36,Female,Tucson,2024-02-01,544.28
2817,Bella,25,Female,Seattle,2025-03-03,190.03
2818,Diana,43,Female,Portland,2023-09-15,847.21
2819,George,33,Male,Milwaukee,2025-02-09,562.45
2820,Emma,18,Female,Louisville,2025-01-11,518.45
2821,James,18,Male,Los Angeles,2025-03-30,96.52
2822,Samuel,43,Male,Milwaukee,2024-05-23,755.64
2823,Henry,48,Male,Mesa,2024-12-12,223.09
2824,Charlotte,45,Female,New York,2025-04-05,880.93
2825,Penny,25,Female,Washington DC,2025-07-31,137.14
2826,Christopher,19,Male,Virginia Beach,2024-08-11,109.5
2827,Grace,46,Female,Chicago,2023-09-11,766.48
2828,Alice,40,Female,Dallas,2024-08-16,284.11
2829,Hannah,36,Female,Milwaukee,2024-10-19,275.84
2830,Robert,50,Male,New York,2025-05-11,247.11
2831,Kevin,41,Male,Detroit,2025-05-15,349.72
2832,Katherine,33,Female,Fresno,2024-07-01,1139.71
2833,Nathan,27,Male,Detroit,2024-09-02,581.58
2834,Luna,29,Female,Portland,2024-07-14,681.07
2835,Katherine,63,Female,Phoenix,2025-01-24,1087.22
2836,Liam,35,Male,San Jose,2024-06-09,341.65
2837,Alice,47,Female,Mesa,2024-12-05,640.24
2838,William,18,Male,Milwaukee,2023-12-05,1417.73
2839,Isaac,37,Male,Seattle,2024-07-23,284.19
2840,Wendy,33,Female,Washington DC,2025-07-23,973.82
2841,Diana,22,Female,Phoenix,2024-04-18,538.32
2842,Victoria,21,Female,Albuquerque,2025-01-02,439.87
2843,Charlotte,25,Female,Albuquerque,2024-12-02,366.69
2844,Rachel,44,Female,Jacksonville,2025-04-28,236.47
2845,Olivia,35,Female,Fresno,2025-04-29,500.57
2846,Wendy,28,Female,Sacramento,2025-05-04,455.52
2847,Quinn,24,Male,Dallas,2024-05-18,414.33
2848,Victor,42,Male,Atlanta,2024-04-02,345.22
2849,Penny,28,Female,Detroit,2025-01-21,449.07
2850,Penny,49,Female,Virginia Beach,2025-02-20,262.86
2851,Diana,19,Female,Phoenix,2025-05-13,500.92
2852,Christopher,38,Male,Los Angeles,2023-09-10,983.73
2853,Kevin,20,Male,Charlotte,2023-10-04,328.44
2854,George,30,Male,San Antonio,2024-11-18,461.58
2855,Julia,42,Female,Albuquerque,2025-06-18,389.96
2856,Victor,47,Male,Charlotte,2025-08-13,299.43
2857,Patrick,21,Male,San Antonio,2025-02-10,251.85
2858,Liam,49,Male,Portland,2024-06-27,2399.84
2859,Emma,31,Female,Phoenix,2023-10-25,424.96
2860,David,52,Male,Virginia Beach,2024-11-20,372.64
2861,Quinn,30,Male,San Diego,2025-05-13,160.34
2862,Christopher,28,Male,Phoenix,2024-07-04,560.56
2863,Grace,18,Female,Nashville,2025-01-03,170.87
2864,Rachel,18,Female,Los Angeles,2025-06-05,79.51
2865,Liam,26,Male,Boston,2023-09-17,1206.53
2866,George,31,Male,Baltimore,2025-03-18,927.62
2867,Charlotte,29,Female,Dallas,2024-03-16,109.58
2868,Tina,38,Female,Mesa,2024-05-15,556.12
2869,Nina,32,Female,Fort Worth,2023-11-29,193.87
2870,Marcus,48,Male,Indianapolis,2024-09-06,406.56
2871,Julia,32,Female,Baltimore,2024-10-01,640.29
2872,Zoe,32,Female,Denver,2025-03-16,694.91
2873,Oliver,22,Male,Fort Worth,2023-12-17,293.66
2874,Kevin,36,Male,Louisville,2023-10-11,721.82
2875,Luna,42,Female,Fort Worth,2025-05-12,193.35
2876,Frank,29,Male,Atlanta,2024-11-10,922.29
2877,Benjamin,27,Male,San Antonio,2024-02-07,352.75
2878,Nathan,24,Male,Chicago,2025-06-12,712.32
2879,Isaac,41,Male,New York,2023-11-27,239.84
2880,Bella,31,Female,Las Vegas,2024-07-17,251.82
2881,Olivia,40,Female,Long Beach,2024-02-16,386.54
2882,Ethan,27,Male,El Paso,2024-02-17,429.85
2883,Liam,45,Male,Sacramento,2023-08-21,1007.87
2884,Julia,31,Female,Fort Worth,2025-03-25,441.16
2885,Nathan,26,Male,Mesa,2025-06-03,91.63
2886,Isabella,18,Female,Fresno,2024-12-22,255.96
2887,Alice,36,Female,Detroit,2023-12-08,299.31
2888,Sophia,35,Female,Kansas City,2024-07-02,979.73
2889,Isaac,20,Male,Phoenix,2024-04-23,443.04
2890,Grace,45,Female,Louisville,2024-10-17,79.73
2891,Tina,26,Female,Portland,2024-11-24,707.32
2892,Ethan,40,Male,Mesa,2024-06-20,221.94
2893,Frank,24,Male,Dallas,2024-02-13,565.17
2894,Luna,29,Female,Washington DC,2025-04-23,502.08
2895,George,25,Male,San Diego,2024-01-07,1161.45
2896,Julia,26,Female,Charlotte,2024-05-22,474.41
2897,David,25,Male,Colorado Springs,2024-08-02,121.12
2898,Maria,34,Female,El Paso,2024-02-04,253.76
2899,Benjamin,18,Male,Charlotte,2024-10-06,121.83
2900,Samuel,29,Male,Indianapolis,2024-10-08,504.17
2901,Charlotte,22,Female,Detroit,2025-08-09,226.95
2902,Ethan,24,Male,Austin,2024-03-17,608.59
2903,Samuel,38,Male,Phoenix,2025-07-29,177.22
2904,Maria,50,Female,Mesa,2024-12-08,136.31
2905,Patrick,37,Male,Sacramento,2024-03-02,615.12
2906,Sophia,47,Female,Fresno,2024-10-01,1320.59
2907,Thomas,38,Male,Oklahoma City,2024-12-28,141.34
2908,Sophia,39,Female,Houston,2025-02-09,274.64
2909,Maria,37,Female,San Diego,2023-09-19,316.99
2910,Penny,22,Female,Albuquerque,2024-10-31,741.14
2911,Quinn,18,Male,Los Angeles,2024-08-12,678.88
2912,Christopher,40,Male,El Paso,2025-06-05,380.61
2913,Emma,49,Female,Indianapolis,2024-03-11,395.84
2914,Marcus,27,Male,El Paso,2025-03-20,530.39
2915,David,32,Male,Dallas,2024-10-31,1503.7
2916,Nathan,49,Male,Kansas City,2024-04-28,259.79
2917,William,18,Male,Houston,2024-11-22,474.77
2918,Patrick,29,Male,Tucson,2024-11-10,655.95
2919,Ethan,46,Male,Mesa,2024-12-22,892.58
2920,Sophia,37,Female,Chicago,2025-01-22,377.74
2921,Alice,41,Female,Phoenix,2024-12-08,608.69
2922,Emma,33,Female,Colorado Springs,2025-04-18,208.52
2923,Sophia,32,Female,Philadelphia,2024-11-16,785.44
2924,Nina,26,Female,Albuquerque,2025-06-05,899.0
2925,Isaac,34,Male,Seattle,2024-11-29,50.0
2926,Christopher,23,Male,San Antonio,2024-03-27,968.31
2927,Christopher,36,Male,Tucson,2024-07-02,1516.84
2928,Katherine,38,Female,Charlotte,2024-10-11,514.73
2929,Victoria,33,Female,Detroit,2025-01-31,1221.39
2930,Fiona,46,Female,Albuquerque,2023-10-19,596.21
2931,Thomas,63,Male,Charlotte,2024-03-17,315.82
2932,Benjamin,32,Male,Houston,2025-02-11,339.39
2933,Benjamin,41,Male,Fort Worth,2023-12-21,607.85
2934,Maria,56,Female,Colorado Springs,2023-11-19,976.98
2935,Charlotte,24,Female,Los Angeles,2024-09-12,319.4
2936,Nina,18,Female,Albuquerque,2025-07-25,498.52
2937,David,19,Male,Portland,2024-09-06,270.29
2938,Charlotte,49,Female,Dallas,2025-06-12,1154.09
2939,Fiona,43,Female,Louisville,2025-04-13,251.42
2940,Nina,35,Female,Dallas,2024-02-18,1586.05
2941,Henry,34,Male,Baltimore,2025-04-08,196.26
2942,Henry,18,Male,Virginia Beach,2024-08-01,63.71
2943,Bella,22,Female,Detroit,2025-03-26,228.68
2944,Marcus,40,Male,El Paso,2025-02-10,792.69
2945,Fiona,43,Female,Houston,2024-04-18,691.32
2946,Patrick,37,Male,Charlotte,2023-11-07,884.36
2947,Frank,61,Male,Atlanta,2025-07-18,246.55
2948,Alexander,24,Male,Charlotte,2023-11-25,801.68
2949,Emma,32,Female,Long Beach,2025-07-21,169.81
2950,Olivia,34,Female,Chicago,2025-05-04,55.77
2951,Alexander,48,Male,San Francisco,2025-01-25,373.41
2952,David,32,Male,Phoenix,2025-07-31,424.14
2953,David,20,Male,Dallas,2025-07-22,108.86
2954,Grace,46,Female,Jacksonville,2025-03-25,301.45
2955,Samuel,30,Male,Chicago,2024-05-08,114.74
2956,Victor,36,Male,Detroit,2025-03-14,451.35
2957,Rachel,34,Female,San Francisco,2023-08-25,585.37
